instructor_id,completion_rate,avg_score_improvement,avg_quiz_score,dropout_rate,avg_watch_time,assignment_submission_rate,forum_activity_rate,avg_feedback_score,feedback_response_rate,effectiveness_score,effectiveness_tier
I_058,0.7745057088522076,30.139372744235313,83.15906409245127,0.21317544801936336,0.8113126008011342,0.8561418449673901,0.24570050844935556,4.398554159275633,0.8094450614864376,0.6405832795865604,High
I_059,0.4861942873297604,26.075877235288083,75.90091584413042,0.5049439357842476,0.7421124693810018,0.7509418838036703,0.20885836994135493,4.133885265398625,0.709502581777582,0.46584265058224916,Low
I_060,0.6700522226488558,28.674364064263376,72.66186229400901,0.34089630240998003,0.7537107459297735,0.7197156713911165,0.2655028132201636,4.329455766641824,0.7031957701965491,0.5577989438007159,Medium
I_061,0.406320265118606,22.695077505056055,70.96726088470699,0.5994299118010981,0.785009065167923,0.6272840088604598,0.2062065045156352,3.9635729424920934,0.6625074990870333,0.3979354440278363,Low
I_062,0.6115834436245285,27.203562523114968,79.45943437838936,0.38775222343717136,0.8037090679228482,0.7623707506354203,0.23960258040317978,4.307572624100459,0.7460511985735564,0.5395837299419233,Medium
I_063,0.6049692939242639,27.883219168659725,77.39911609388191,0.39516012707206427,0.7485142584407815,0.7723165069398301,0.19206214555723158,4.1203540364563445,0.7167563979822746,0.529822013395347,Medium
I_064,0.5635879880922166,28.691171044564665,74.33298608233606,0.42165730789940103,0.7123820303459591,0.746432008894893,0.24314856506745694,4.157858905022506,0.746887582330864,0.5118527359476603,Medium
I_065,0.5714922396356589,23.865923813671916,78.7754939622202,0.4173184184231844,0.7514759125280003,0.6769089467488411,0.30040861414382214,4.162168404342053,0.6827274288700019,0.4972985616847544,Low
I_066,0.7493608090324094,29.266957863791013,84.28749118159328,0.28437680344233174,0.7678376047257129,0.8154731309595263,0.25690860632839,4.286560855908137,0.801103334329974,0.6140851589745359,High
I_067,0.4008981798255774,22.195748186542613,71.68325738346168,0.6053348544433783,0.8021238006909017,0.6308833678298518,0.23067784594775867,3.791415948789472,0.6203761823703476,0.3913444031174832,Low
I_068,0.49127944517471145,26.1376925751925,72.19039003708595,0.48056412615536476,0.7529605000032651,0.6463483003859143,0.2240391883669744,4.0970088233137405,0.6878480029834166,0.46237078495221956,Low
I_069,0.5971700719900227,25.64802696033662,76.4443781834803,0.42853637755201396,0.7979114525249742,0.7940907439994105,0.2081081048812455,4.264269182770394,0.8055815559066942,0.5169178422506266,Medium
I_070,0.391366466654748,24.869400941119896,71.50409479171496,0.6103749045450774,0.7279072512558885,0.7136021615200049,0.24566324513594123,3.8881642088676354,0.6486033176620513,0.4019662284215619,Low
I_071,0.6205784775127374,27.16977933351915,73.05729493175426,0.33797209332318334,0.7692628609780315,0.6991055499603253,0.2771015634611239,4.17277938714445,0.8102954349217444,0.534678435595,Medium
I_072,0.6103152040295214,28.888156657993598,78.52026587139417,0.4003419648070342,0.7571152261766384,0.7247803268245598,0.2514499324920336,4.1060086637198365,0.6997727775097838,0.5364960200728441,Medium
I_073,0.39391374378207,25.13164739510628,69.99868142723766,0.5838796258704486,0.7106178998723316,0.6870769048078451,0.17026832060312105,3.981228033479859,0.6755247100429134,0.405474131484351,Low
I_074,0.38973948589238655,21.996683994311123,69.14038720124631,0.612981244314283,0.7336334629167964,0.7137717433510717,0.16673876802042356,3.9976317611334964,0.594797295355614,0.38433148119680083,Low
I_075,0.3133933622183842,19.763640779745426,65.31731834174114,0.6643040702627641,0.6553808565779305,0.676043805774155,0.12693500071549604,3.8345212640639526,0.6178353084326184,0.32835506491232086,Low
I_076,0.4717594194877002,22.067503133041527,70.77814501291051,0.5573587428580143,0.7549671087236155,0.7103702073343322,0.24858788430927314,4.126378578799374,0.6540347350142809,0.42504200702761513,Low
I_077,0.5978677098890632,34.33779067895114,68.10429240246083,0.4062396587476391,0.7404568136917599,0.861180720374848,0.26764692158520476,4.056213262814319,0.743939218858216,0.5463681451095741,Medium
I_078,0.5860413398027823,27.997762532231526,79.51232882237188,0.4000076168571204,0.771694831706194,0.6979958136622588,0.22616014793222258,4.07574868752368,0.6545718174166311,0.5249154747061217,Medium
I_079,0.6758232359558184,27.77425200113499,78.47632579795022,0.3241678531403332,0.72212979897945,0.7379409061408876,0.26929067681433566,4.358347059208665,0.7082346813010383,0.565894453416822,High
I_080,0.5275453711150634,20.63767942406404,73.23242157648075,0.46567164113206116,0.7608032478835157,0.7386658515245278,0.24350095916731043,4.028372005498502,0.6859501753956863,0.4515119840452628,Low
I_081,0.5790991973398569,27.776908592894323,76.13842092717015,0.4099715807978956,0.7782536527694806,0.7075627926915752,0.2555615532140661,4.205522510730838,0.7228289696236148,0.5193601182997144,Medium
I_082,0.6255831937889637,29.667480950763608,81.43791686362945,0.376076520638834,0.7879814889530287,0.7764894580904612,0.24545369128514763,4.3147105798861585,0.7988988983543122,0.5611892557746092,High
I_083,0.4244705997296327,25.34272299743741,66.65776002794628,0.5745280478666331,0.7007350645993337,0.5594706347578942,0.20094164725403546,4.016814533934244,0.7092617726819549,0.4091214249187496,Low
I_084,0.6766523725303102,27.943482116233493,78.6504966938977,0.3230355574669281,0.8290775591332502,0.7750085205951585,0.254300334566173,4.248652289523054,0.7581762905962843,0.5720354793776707,High
I_085,0.6906978558808767,28.408658161598034,81.18958655226662,0.29725477176118725,0.8132128369551871,0.7779680688029106,0.2601542971490385,4.320703867377837,0.7819263006922519,0.5872833788742914,High
I_086,0.49940817088596356,23.866296054884405,75.05779502863012,0.4965532289426747,0.7701485683405868,0.7506996269993166,0.22559542410385622,3.9516494967547326,0.7359012787123974,0.4569340139320211,Low
I_087,0.7763326896006416,29.033802828816484,84.69873592828311,0.2244473237581287,0.8311503596053917,0.8170704258465358,0.28122943603016043,4.375858128459077,0.7758759577543786,0.6356076736156729,High
I_088,0.5538055029726737,26.691231537578513,76.28335435497948,0.42640127082135904,0.695702788324702,0.6703127005172946,0.25059507760699246,4.2634983088243725,0.6866070445045845,0.49959915731831717,Medium
I_089,0.48139518036343104,23.875736677135453,73.15754424622142,0.5143360085867958,0.7542019998712944,0.6559447321376385,0.22852986311812484,4.105810496775405,0.6545703653577458,0.4447188067539801,Low
I_090,0.6801891519145984,28.648057087841423,81.70174070051583,0.31890883278653714,0.7870106730844225,0.7254001017679516,0.28165527609308577,4.3373796328244785,0.7812452405519852,0.5805024516765798,High
I_091,0.8971194575675555,33.3769431583763,85.0284118873991,0.11607988812603862,0.7735832526311273,0.9247658231132446,0.2649206713828048,4.490270051862512,0.7775732557853892,0.7128036653082269,High
I_092,0.61400137640791,26.790402940719495,77.31127654128501,0.38114922381306854,0.8024323226539386,0.7066051408485315,0.2330907209444691,4.331103350381005,0.7436814592199759,0.5346565180333552,Medium
I_093,0.713905837814647,29.30023370685149,79.35983311139118,0.2883864563608403,0.7864794423610008,0.7473211650377863,0.2986234222628088,4.478430690917559,0.8261335828619811,0.599014492030395,High
I_094,0.5705384670133061,24.985671736581473,73.64432614598365,0.41665256701855974,0.7517223599976017,0.7606585894459856,0.18711115792541175,4.1169075423083346,0.7514849229980322,0.4961884902917515,Low
I_095,0.4242195373993013,23.15951713965033,71.93170163060793,0.5421516068769354,0.6866012180381911,0.6903568656597086,0.28051841353650536,4.189192452846033,0.6817470586271838,0.41808552898267204,Low
I_096,0.6661187521000272,26.451280471429804,78.55606198856395,0.31737980953129546,0.8347503882086091,0.7702357436374334,0.26677140917712566,4.375023624243286,0.7195672275965931,0.5645276001124652,High
I_097,0.6511438139541348,28.55930364461436,77.61916051260657,0.35837824214721054,0.7778223834288456,0.8006062109537506,0.24535793679218593,4.246575904609271,0.7565527306818313,0.5586715971231211,Medium
I_098,0.5478980009574913,27.284477452096446,72.20371662982593,0.4624360632225312,0.7893889412026186,0.8145181399685119,0.22564222387598,4.090639262582401,0.6060568675533611,0.49376672043421665,Low
I_099,0.6448687430276976,28.38230731050948,80.67567500741642,0.36414749993835627,0.8232380354364432,0.7977132988256302,0.28848473008122416,4.344237982533315,0.7981571665748007,0.5646080263350456,High
I_100,0.44877632714242355,24.446950691828537,74.79078913836148,0.5435408840048483,0.7891421795827915,0.7338932815465676,0.2216143766754506,4.207494185867179,0.7008798384118055,0.44237143600243745,Low
I_101,0.4632733950301447,24.518433203356715,73.11327263231244,0.5187714205161714,0.720019750399795,0.7169648766722245,0.2468847705394994,4.071246286227269,0.6827170405202586,0.44165925805216943,Low
I_102,0.7432638262455171,29.742473777315972,91.0717686427591,0.2442757248995902,0.8237474191896882,0.7451801190981363,0.3295766964942722,4.469000620156591,0.7771613754986751,0.6356479786449251,High
I_103,0.7734168781244736,31.055009088906086,83.33589587627593,0.20624205334739612,0.8106348491951861,0.8056498309442016,0.3026592373238164,4.439676911853871,0.8051050417928205,0.6459400631105062,High
I_104,0.5266452597647786,23.524122569376765,78.10141164148591,0.4709071721980373,0.7578903866901424,0.7570926417135446,0.24461814351486572,4.077577142046032,0.6836865090862821,0.4735721203616863,Low
I_105,0.8638797178330111,33.87130649035117,86.27287796075066,0.141051466459918,0.8706863289806047,0.8236357800948412,0.31799717379230674,4.50748838408601,0.834154406974479,0.7066867181150609,High
I_106,0.5910825239873373,27.069405856351626,81.27561115457378,0.397727648590723,0.7723193403927131,0.7721506354192074,0.24422352042805634,4.113617948904001,0.6666049778606842,0.528087185964391,Medium
I_107,0.5879623471129616,29.031303539314006,78.56965829572917,0.40266945709490437,0.7718946897927375,0.8111993947552147,0.24013540338922232,4.1314440877883785,0.7521481310149246,0.534481724141919,Medium
I_108,0.6198423901123842,29.163017349504123,78.68988756712345,0.37100089540364045,0.7439841509764543,0.78215112853546,0.2878852243547542,4.176548681390819,0.7049337707877014,0.5482754058055024,Medium
I_109,0.6634606122676747,29.84545760734415,80.38597331938034,0.3455096596859036,0.7842040268118893,0.7514083040885579,0.23353244221563746,4.229052561089267,0.794870276694967,0.5736355116173508,High
I_110,0.6247594347180263,27.55376568215424,74.42543047557642,0.3869982205184196,0.7877459442039741,0.7328449110401503,0.2739092146382544,4.094293465412079,0.742174659975478,0.532204424057563,Medium
I_111,0.6272661114374553,27.589006679830916,78.53040970495199,0.3827139976241666,0.811488442082645,0.7929005097738183,0.2446873801434573,4.151712740885209,0.763180651112123,0.5439877542718011,Medium
I_112,0.4114345284607157,23.702931315932823,76.63941701697557,0.58802258152228,0.7864724303490631,0.7450516341975243,0.18862440896288218,4.128590238943312,0.659359733708041,0.42142757016395466,Low
I_113,0.3564931482920181,20.891771667846896,71.26419674862736,0.626740197897838,0.6795468350860978,0.7139314786173406,0.20745456909848636,3.8887377968475794,0.609026378040721,0.3656269197862741,Low
I_114,0.728225639412459,29.7449618158787,76.34376217216554,0.28234567585458703,0.8125734938672314,0.8193692119606938,0.258890434975733,4.609353154407864,0.7976417278452518,0.607318428551741,High
I_115,0.554041576755171,24.36146472289645,77.10617863632132,0.4565557306147958,0.7414967628483065,0.7694551718576343,0.23234944793104612,4.271559979348066,0.6467853213954284,0.48957674558166653,Low
I_116,0.5971057074176727,26.02971393020393,78.64023612227868,0.4127819845442159,0.7614889811503434,0.6606954873276916,0.274891287283337,4.091468899989757,0.7197865970592522,0.5149948088986762,Medium
I_117,0.6917153635359142,28.430884202195262,80.98160704812544,0.31248073875787,0.7932716804480964,0.8142425633372362,0.2651793404383604,4.305838626063792,0.7137586506210793,0.5842663431846503,High
I_118,0.8207529108125972,32.636791255358006,87.07179797523062,0.20203370274839946,0.7734218062789306,0.8292849387911608,0.25841869201768725,4.641985713460998,0.8686114540935344,0.6773721252791689,High
I_119,0.6005966024113857,25.159349371811626,80.735732847796,0.399760602697938,0.7748296427236364,0.7668026327416041,0.22702821531921624,4.315403066264879,0.7597605711807468,0.5250367467582043,Medium
I_120,0.5705737121451875,26.2390174855182,75.40886125146865,0.42731794075391705,0.7933919495834718,0.8235935266216964,0.17017535186347993,4.126397372182624,0.7249657576663575,0.507239563652038,Medium
